Group num: 0, TC(X;Y_j): 7.701
orangered_3, 0.001
hotpink_4, 0.001
greenyellow_6, 0.001
black_3, 0.001
black_0, 0.001
springgreen_2, 0.001
blanchedalmond_0, 0.001
green_0, 0.001
indigo_2, 0.001
blue_1, 0.001
pink_8, 0.001
blue_13, 0.001
gold_5, 0.001
mistyrose_10, 0.000
gold_0, 0.000
springgreen_0, 0.000
blue_5, 0.000
greenyellow_1, 0.000
pink_7, 0.000
hotpink_9, 0.000
hotpink_5, 0.000
palegreen_5, 0.000
hotpink_11, 0.000
firebrick_2, 0.000
darkolivegreen_5, 0.000
papayawhip_3, 0.000
tomato_5, 0.000
darkolivegreen_3, 0.000
blue_3, 0.000
mistyrose_8, 0.000
darkolivegreen_2, 0.000
indianred_4, 0.000
papayawhip_2, 0.000
indigo_5, 0.000
green_1, 0.000
indianred_8, 0.000
gold_3, 0.000
pink_4, 0.000
tomato_3, 0.000
pink_6, 0.000
indianred_10, 0.000
indigo_7, 0.000
gold_10, 0.000
burlywood_5, 0.000
aquamarine_2, 0.000
papayawhip_1, 0.000
darkolivegreen_9, 0.000
burlywood_2, 0.000
yellow_9, 0.000
firebrick_5, 0.000
springgreen_1, 0.000
darkseagreen_7, 0.000
firebrick_7, 0.000
hotpink_3, 0.000
green_5, 0.000
indigo_9, 0.000
green_3, 0.000
darkslategrey_4, 0.000
indigo_10, 0.000
indigo_11, 0.000
black_8, 0.000
burlywood_1, 0.000
seashell_1, 0.000
seashell_0, 0.000
indianred_2, 0.000
indianred_6, 0.000
lightcoral_7, 0.000
hotpink_7, 0.000
tomato_0, 0.000
orangered_6, 0.000
darkseagreen_5, 0.000
black_7, 0.000
indianred_0, 0.000
darkseagreen_1, 0.000
dimgray_1, 0.000
tomato_2, 0.000
darkslategrey_5, 0.000
gold_7, 0.000
mistyrose_2, 0.000
seashell_3, 0.000
hotpink_2, 0.000
yellow_0, 0.000
darkolivegreen_1, 0.000
darkslategrey_2, 0.000
black_1, 0.000
darkseagreen_3, 0.000
blue_4, 0.000
firebrick_0, 0.000
mediumspringgreen_2, 0.000
darkslategrey_6, 0.000
chartreuse_0, 0.000
darkolivegreen_4, 0.000
dimgray_0, 0.000
gold_2, 0.000
green_7, 0.000
firebrick_8, 0.000
firebrick_1, 0.000
black_12, 0.000
mediumspringgreen_1, 0.000
dimgray_2, 0.000
pink_1, 0.000
darkseagreen_9, 0.000
orangered_4, 0.000
black_13, 0.000
tomato_1, 0.000
seashell_2, 0.000
black_5, 0.000
yellow_11, 0.000
orangered_2, 0.000
black_2, 0.000
green_2, 0.000
mediumspringgreen_3, 0.000
darkslategrey_1, 0.000
firebrick_9, 0.000
burlywood_6, 0.000
lightcoral_1, 0.000
indigo_12, 0.000
peachpuff_1, 0.000
yellow_8, 0.000
blue_10, 0.000
tomato_7, 0.000
papayawhip_4, 0.000
tomato_6, 0.000
hotpink_8, 0.000
gold_11, 0.000
darkseagreen_8, 0.000
burlywood_0, 0.000
papayawhip_0, 0.000
yellow_6, 0.000
black_11, 0.000
dimgray_3, 0.000
firebrick_6, 0.000
firebrick_3, 0.000
peachpuff_3, 0.000
darkolivegreen_0, 0.000
yellow_3, 0.000
peachpuff_2, 0.000
darkolivegreen_8, 0.000
yellow_10, 0.000
mistyrose_5, 0.000
green_13, 0.000
gold_9, 0.000
indigo_4, 0.000
tomato_4, 0.000
black_6, 0.000
aquamarine_1, 0.000
darkslategrey_3, 0.000
yellow_1, 0.000
palegreen_4, 0.000
darkslategrey_0, 0.000
indianred_9, 0.000
darkseagreen_2, 0.000
indianred_11, 0.000
Y2, 0.000
Y1, 0.000
Y0, 0.000
indianred_7, 0.000
Y3, 0.000
Group num: 5, TC(X;Y_j): 4.710
gold_0, 0.999
gold_8, 0.990
gold_1, 0.973
gold_2, 0.685
gold_10, 0.626
gold_4, 0.552
gold_6, 0.450
gold_9, 0.410
gold_5, 0.261
gold_7, 0.103
gold_3, 0.032
gold_11, 0.031
palegreen_6, 0.011
palegreen_5, 0.011
gold_12, 0.010
springgreen_1, 0.010
black_12, 0.009
palegreen_0, 0.008
lightcoral_1, 0.007
blue_4, 0.007
lightcoral_2, 0.006
black_9, 0.006
red_11, 0.005
palegreen_7, 0.005
black_0, 0.005
palegreen_3, 0.005
red_1, 0.005
green_14, 0.005
green_5, 0.005
green_1, 0.004
palegreen_1, 0.004
black_11, 0.004
indianred_10, 0.004
indianred_0, 0.004
indigo_0, 0.004
green_4, 0.003
red_3, 0.003
firebrick_5, 0.003
seashell_5, 0.003
indigo_7, 0.003
red_8, 0.003
indigo_6, 0.003
indigo_3, 0.003
darkolivegreen_7, 0.003
black_2, 0.003
firebrick_8, 0.002
indigo_4, 0.002
green_0, 0.002
hotpink_5, 0.002
red_5, 0.002
orangered_7, 0.002
orangered_3, 0.002
green_8, 0.002
red_9, 0.002
mistyrose_0, 0.002
mediumspringgreen_0, 0.002
indigo_12, 0.002
chartreuse_2, 0.002
green_11, 0.002
blue_7, 0.002
green_6, 0.002
springgreen_0, 0.002
burlywood_5, 0.002
red_6, 0.002
hotpink_4, 0.002
yellow_0, 0.002
darkseagreen_2, 0.002
palegreen_4, 0.002
tomato_1, 0.002
indigo_10, 0.002
pink_1, 0.002
firebrick_1, 0.002
darkseagreen_8, 0.002
orangered_2, 0.002
red_4, 0.002
firebrick_3, 0.002
darkseagreen_9, 0.002
black_8, 0.001
mistyrose_5, 0.001
blue_6, 0.001
mistyrose_4, 0.001
blue_13, 0.001
yellow_8, 0.001
orangered_0, 0.001
red_0, 0.001
aquamarine_0, 0.001
yellow_11, 0.001
black_5, 0.001
green_13, 0.001
yellow_6, 0.001
blanchedalmond_0, 0.001
blanchedalmond_1, 0.001
firebrick_6, 0.001
pink_2, 0.001
blue_11, 0.001
indigo_1, 0.001
darkseagreen_7, 0.001
greenyellow_3, 0.001
tomato_5, 0.001
darkseagreen_4, 0.001
orangered_6, 0.001
burlywood_3, 0.001
burlywood_6, 0.001
dimgray_2, 0.001
hotpink_8, 0.001
hotpink_2, 0.001
pink_7, 0.001
darkseagreen_5, 0.001
yellow_3, 0.001
darkolivegreen_10, 0.001
orangered_5, 0.001
aquamarine_1, 0.001
indianred_3, 0.001
green_12, 0.001
red_7, 0.001
yellow_2, 0.001
darkslategrey_7, 0.001
black_13, 0.001
papayawhip_1, 0.001
indigo_11, 0.001
mediumspringgreen_3, 0.001
yellow_12, 0.001
black_14, 0.001
darkolivegreen_2, 0.001
green_7, 0.001
greenyellow_4, 0.001
blanchedalmond_2, 0.001
mediumspringgreen_2, 0.001
peachpuff_3, 0.001
darkslategrey_2, 0.001
mistyrose_10, 0.001
hotpink_0, 0.001
darkseagreen_3, 0.001
blue_5, 0.001
lightcoral_5, 0.001
mistyrose_6, 0.001
hotpink_10, 0.001
firebrick_7, 0.001
mediumspringgreen_1, 0.001
lightcoral_6, 0.001
chartreuse_3, 0.001
lightcoral_0, 0.001
firebrick_9, 0.001
mistyrose_3, 0.001
hotpink_1, 0.001
seashell_2, 0.001
darkolivegreen_6, 0.001
dimgray_1, 0.001
firebrick_2, 0.001
greenyellow_0, 0.001
papayawhip_0, 0.001
peachpuff_2, 0.001
blue_0, 0.001
red_12, 0.000
tomato_0, 0.000
indianred_4, 0.000
peachpuff_1, 0.000
black_7, 0.000
seashell_4, 0.000
firebrick_0, 0.000
lightcoral_3, 0.000
red_10, 0.000
palegreen_2, 0.000
hotpink_11, 0.000
darkslategrey_0, 0.000
darkolivegreen_8, 0.000
black_3, 0.000
papayawhip_3, 0.000
mediumspringgreen_4, 0.000
darkslategrey_4, 0.000
black_1, 0.000
burlywood_2, 0.000
mistyrose_8, 0.000
black_10, 0.000
dimgray_0, 0.000
blue_10, 0.000
lightcoral_8, 0.000
tomato_3, 0.000
indianred_6, 0.000
indigo_2, 0.000
yellow_7, 0.000
hotpink_6, 0.000
red_2, 0.000
chartreuse_1, 0.000
lightcoral_4, 0.000
orangered_4, 0.000
burlywood_4, 0.000
blue_8, 0.000
mistyrose_1, 0.000
hotpink_9, 0.000
mistyrose_9, 0.000
darkseagreen_1, 0.000
indianred_2, 0.000
pink_3, 0.000
green_3, 0.000
yellow_9, 0.000
peachpuff_0, 0.000
pink_0, 0.000
chartreuse_0, 0.000
tomato_7, 0.000
green_2, 0.000
indianred_8, 0.000
darkseagreen_6, 0.000
indianred_5, 0.000
aquamarine_2, 0.000
indianred_11, 0.000
tomato_6, 0.000
firebrick_11, 0.000
blue_12, 0.000
darkolivegreen_3, 0.000
pink_4, 0.000
red_13, 0.000
blue_1, 0.000
black_6, 0.000
burlywood_0, 0.000
greenyellow_6, 0.000
tomato_8, 0.000
firebrick_10, 0.000
yellow_4, 0.000
darkolivegreen_0, 0.000
indianred_7, 0.000
seashell_1, 0.000
tomato_2, 0.000
darkslategrey_6, 0.000
papayawhip_4, 0.000
indigo_8, 0.000
seashell_3, 0.000
darkslategrey_3, 0.000
greenyellow_1, 0.000
mistyrose_2, 0.000
burlywood_1, 0.000
hotpink_3, 0.000
darkolivegreen_1, 0.000
yellow_5, 0.000
blanchedalmond_3, 0.000
green_9, 0.000
black_4, 0.000
indigo_9, 0.000
darkolivegreen_4, 0.000
firebrick_4, 0.000
indigo_5, 0.000
darkslategrey_5, 0.000
pink_5, 0.000
darkseagreen_0, 0.000
green_10, 0.000
papayawhip_2, 0.000
blue_3, 0.000
pink_8, 0.000
indianred_9, 0.000
orangered_1, 0.000
greenyellow_2, 0.000
blue_9, 0.000
indianred_1, 0.000
dimgray_3, 0.000
mistyrose_7, 0.000
pink_6, 0.000
tomato_4, 0.000
darkolivegreen_9, 0.000
greenyellow_5, 0.000
yellow_1, 0.000
pink_9, 0.000
darkolivegreen_5, 0.000
seashell_0, 0.000
blue_2, 0.000
hotpink_7, 0.000
yellow_10, 0.000
darkslategrey_1, 0.000
Y1, 0.000
springgreen_2, 0.000
Y0, 0.000
Y2, 0.000
lightcoral_7, 0.000
red_14, 0.000
Y4, 0.000
Y3, 0.000
Group num: 6, TC(X;Y_j): 6.246
firebrick_6, 1.482
firebrick_7, 1.022
firebrick_1, 1.001
firebrick_2, 0.986
firebrick_3, 0.966
firebrick_5, 0.963
firebrick_0, 0.682
firebrick_8, 0.512
firebrick_11, 0.251
firebrick_4, 0.028
firebrick_9, 0.022
firebrick_10, 0.016
red_0, 0.012
palegreen_1, 0.012
green_13, 0.011
mistyrose_4, 0.010
mistyrose_0, 0.008
palegreen_6, 0.007
palegreen_7, 0.007
mistyrose_2, 0.007
palegreen_5, 0.007
blue_10, 0.007
black_13, 0.005
palegreen_4, 0.005
yellow_11, 0.005
gold_3, 0.005
mistyrose_10, 0.005
blanchedalmond_2, 0.005
greenyellow_1, 0.005
green_6, 0.004
burlywood_1, 0.004
indigo_12, 0.004
black_10, 0.004
indigo_5, 0.004
indigo_9, 0.004
mistyrose_5, 0.004
mistyrose_6, 0.004
mistyrose_8, 0.004
yellow_2, 0.004
burlywood_0, 0.004
palegreen_0, 0.004
darkolivegreen_3, 0.003
mistyrose_3, 0.003
burlywood_6, 0.003
chartreuse_1, 0.003
red_13, 0.003
burlywood_4, 0.003
red_2, 0.003
burlywood_5, 0.003
mistyrose_7, 0.003
pink_9, 0.002
blanchedalmond_3, 0.002
seashell_3, 0.002
burlywood_3, 0.002
blue_3, 0.002
palegreen_2, 0.002
indigo_8, 0.002
chartreuse_2, 0.002
yellow_5, 0.002
gold_10, 0.002
green_12, 0.002
red_6, 0.002
palegreen_3, 0.002
black_6, 0.002
gold_2, 0.002
red_14, 0.002
blue_2, 0.002
yellow_8, 0.002
indianred_8, 0.002
darkseagreen_9, 0.002
pink_3, 0.002
red_7, 0.002
indianred_11, 0.002
blanchedalmond_1, 0.002
blanchedalmond_0, 0.002
red_11, 0.002
green_2, 0.002
yellow_10, 0.002
indianred_2, 0.001
yellow_12, 0.001
yellow_7, 0.001
green_5, 0.001
black_1, 0.001
indianred_3, 0.001
darkslategrey_5, 0.001
blue_11, 0.001
black_8, 0.001
lightcoral_8, 0.001
black_3, 0.001
indigo_11, 0.001
indianred_5, 0.001
peachpuff_3, 0.001
darkolivegreen_0, 0.001
indigo_10, 0.001
tomato_3, 0.001
pink_4, 0.001
seashell_1, 0.001
gold_7, 0.001
indianred_1, 0.001
darkolivegreen_8, 0.001
gold_11, 0.001
green_8, 0.001
gold_9, 0.001
black_12, 0.001
black_7, 0.001
black_2, 0.001
darkolivegreen_2, 0.001
red_12, 0.001
springgreen_0, 0.001
dimgray_3, 0.001
green_11, 0.001
darkslategrey_7, 0.001
blue_9, 0.001
indianred_6, 0.001
pink_8, 0.001
mediumspringgreen_2, 0.001
indianred_0, 0.001
lightcoral_4, 0.001
burlywood_2, 0.001
chartreuse_0, 0.001
hotpink_9, 0.001
pink_6, 0.001
black_11, 0.001
darkolivegreen_7, 0.001
hotpink_8, 0.001
red_4, 0.001
darkolivegreen_9, 0.001
pink_5, 0.001
indigo_4, 0.001
springgreen_2, 0.001
yellow_3, 0.001
orangered_1, 0.001
yellow_4, 0.001
lightcoral_0, 0.001
lightcoral_5, 0.001
lightcoral_7, 0.001
papayawhip_2, 0.001
red_8, 0.001
mediumspringgreen_0, 0.001
seashell_5, 0.001
darkseagreen_0, 0.001
papayawhip_1, 0.000
green_10, 0.000
darkolivegreen_5, 0.000
tomato_6, 0.000
springgreen_1, 0.000
darkolivegreen_4, 0.000
lightcoral_6, 0.000
aquamarine_2, 0.000
darkolivegreen_1, 0.000
greenyellow_4, 0.000
darkseagreen_1, 0.000
peachpuff_2, 0.000
mistyrose_9, 0.000
indianred_7, 0.000
tomato_7, 0.000
indianred_4, 0.000
darkseagreen_8, 0.000
darkseagreen_5, 0.000
orangered_3, 0.000
mistyrose_1, 0.000
darkslategrey_0, 0.000
papayawhip_4, 0.000
seashell_2, 0.000
lightcoral_2, 0.000
hotpink_6, 0.000
orangered_7, 0.000
pink_1, 0.000
mediumspringgreen_1, 0.000
hotpink_10, 0.000
hotpink_1, 0.000
gold_1, 0.000
hotpink_4, 0.000
darkslategrey_6, 0.000
darkseagreen_7, 0.000
darkseagreen_4, 0.000
lightcoral_1, 0.000
green_9, 0.000
greenyellow_5, 0.000
blue_4, 0.000
darkolivegreen_6, 0.000
indigo_6, 0.000
blue_8, 0.000
gold_0, 0.000
mediumspringgreen_4, 0.000
yellow_9, 0.000
gold_12, 0.000
greenyellow_0, 0.000
pink_2, 0.000
tomato_5, 0.000
red_9, 0.000
green_1, 0.000
green_4, 0.000
black_0, 0.000
peachpuff_0, 0.000
pink_7, 0.000
black_14, 0.000
blue_1, 0.000
blue_7, 0.000
red_10, 0.000
gold_4, 0.000
yellow_0, 0.000
indigo_0, 0.000
darkslategrey_3, 0.000
greenyellow_2, 0.000
darkslategrey_4, 0.000
red_5, 0.000
dimgray_2, 0.000
greenyellow_6, 0.000
blue_0, 0.000
chartreuse_3, 0.000
gold_8, 0.000
orangered_0, 0.000
seashell_4, 0.000
dimgray_0, 0.000
indigo_2, 0.000
seashell_0, 0.000
greenyellow_3, 0.000
red_1, 0.000
yellow_6, 0.000
blue_13, 0.000
red_3, 0.000
darkolivegreen_10, 0.000
blue_5, 0.000
mediumspringgreen_3, 0.000
tomato_0, 0.000
pink_0, 0.000
hotpink_0, 0.000
hotpink_3, 0.000
indigo_3, 0.000
orangered_6, 0.000
hotpink_7, 0.000
lightcoral_3, 0.000
orangered_2, 0.000
tomato_1, 0.000
peachpuff_1, 0.000
darkseagreen_2, 0.000
hotpink_2, 0.000
darkslategrey_1, 0.000
blue_6, 0.000
darkseagreen_6, 0.000
green_0, 0.000
yellow_1, 0.000
black_5, 0.000
green_3, 0.000
black_4, 0.000
orangered_5, 0.000
hotpink_11, 0.000
darkseagreen_3, 0.000
green_7, 0.000
green_14, 0.000
black_9, 0.000
papayawhip_0, 0.000
gold_6, 0.000
indianred_9, 0.000
dimgray_1, 0.000
orangered_4, 0.000
aquamarine_1, 0.000
tomato_8, 0.000
blue_12, 0.000
indigo_7, 0.000
aquamarine_0, 0.000
indianred_10, 0.000
tomato_4, 0.000
papayawhip_3, 0.000
tomato_2, 0.000
darkslategrey_2, 0.000
gold_5, 0.000
indigo_1, 0.000
hotpink_5, 0.000
Y3, 0.000
Y2, 0.000
Y5, 0.000
Y1, 0.000
Y0, 0.000
Y4, 0.000
Group num: 7, TC(X;Y_j): 4.639
burlywood_6, 1.576
burlywood_4, 1.032
burlywood_2, 0.976
burlywood_0, 0.952
burlywood_5, 0.678
burlywood_1, 0.639
burlywood_3, 0.481
blanchedalmond_3, 0.008
gold_4, 0.008
red_12, 0.007
firebrick_6, 0.007
tomato_3, 0.006
palegreen_3, 0.005
seashell_4, 0.005
lightcoral_2, 0.004
red_11, 0.004
blanchedalmond_1, 0.004
darkolivegreen_6, 0.003
palegreen_5, 0.003
mistyrose_7, 0.003
palegreen_7, 0.003
indigo_9, 0.003
mediumspringgreen_2, 0.003
darkseagreen_0, 0.003
black_9, 0.003
darkslategrey_5, 0.002
red_5, 0.002
indianred_3, 0.002
black_5, 0.002
hotpink_10, 0.002
palegreen_6, 0.002
indianred_1, 0.002
chartreuse_1, 0.002
darkolivegreen_4, 0.002
darkolivegreen_0, 0.002
blanchedalmond_0, 0.002
darkseagreen_9, 0.002
darkseagreen_5, 0.002
hotpink_6, 0.002
darkseagreen_8, 0.002
green_6, 0.002
darkseagreen_6, 0.002
firebrick_4, 0.002
hotpink_1, 0.002
lightcoral_1, 0.002
mistyrose_8, 0.002
yellow_3, 0.002
blue_12, 0.002
seashell_5, 0.002
green_1, 0.002
mediumspringgreen_4, 0.002
green_5, 0.002
indigo_1, 0.002
darkolivegreen_8, 0.002
darkslategrey_6, 0.002
pink_9, 0.002
yellow_10, 0.002
black_7, 0.002
firebrick_0, 0.002
dimgray_2, 0.002
pink_4, 0.002
mediumspringgreen_1, 0.002
gold_9, 0.002
indigo_5, 0.002
blue_0, 0.002
orangered_3, 0.001
blue_1, 0.001
black_6, 0.001
green_8, 0.001
papayawhip_0, 0.001
pink_5, 0.001
peachpuff_1, 0.001
darkslategrey_3, 0.001
mistyrose_3, 0.001
greenyellow_3, 0.001
red_7, 0.001
darkolivegreen_9, 0.001
pink_3, 0.001
pink_8, 0.001
yellow_11, 0.001
lightcoral_3, 0.001
mistyrose_10, 0.001
pink_1, 0.001
blue_11, 0.001
yellow_0, 0.001
orangered_0, 0.001
palegreen_4, 0.001
mistyrose_6, 0.001
blue_2, 0.001
hotpink_5, 0.001
darkseagreen_3, 0.001
black_3, 0.001
tomato_5, 0.001
red_4, 0.001
indigo_8, 0.001
gold_3, 0.001
seashell_1, 0.001
red_14, 0.001
greenyellow_6, 0.001
peachpuff_2, 0.001
pink_6, 0.001
hotpink_9, 0.001
green_2, 0.001
green_7, 0.001
greenyellow_2, 0.001
darkslategrey_2, 0.001
lightcoral_4, 0.001
pink_2, 0.001
red_0, 0.001
blue_6, 0.001
indianred_0, 0.001
aquamarine_1, 0.001
tomato_4, 0.001
firebrick_8, 0.001
indianred_2, 0.001
gold_0, 0.001
gold_6, 0.001
black_14, 0.001
firebrick_1, 0.001
yellow_5, 0.001
indigo_0, 0.001
lightcoral_7, 0.001
indianred_6, 0.001
indianred_8, 0.001
firebrick_7, 0.001
pink_7, 0.001
darkslategrey_7, 0.001
gold_11, 0.001
pink_0, 0.001
blue_5, 0.001
lightcoral_5, 0.001
greenyellow_4, 0.001
springgreen_1, 0.001
orangered_7, 0.001
blue_10, 0.001
yellow_2, 0.001
gold_7, 0.001
darkslategrey_4, 0.001
darkslategrey_1, 0.001
greenyellow_1, 0.001
darkseagreen_1, 0.001
black_0, 0.001
mediumspringgreen_3, 0.001
blue_8, 0.001
greenyellow_5, 0.001
papayawhip_3, 0.001
blue_3, 0.001
hotpink_8, 0.001
hotpink_2, 0.001
hotpink_4, 0.001
tomato_0, 0.001
tomato_6, 0.000
blue_7, 0.000
orangered_2, 0.000
darkolivegreen_3, 0.000
gold_8, 0.000
red_10, 0.000
springgreen_0, 0.000
dimgray_0, 0.000
orangered_6, 0.000
gold_12, 0.000
firebrick_2, 0.000
firebrick_11, 0.000
seashell_0, 0.000
lightcoral_8, 0.000
indigo_4, 0.000
palegreen_0, 0.000
black_12, 0.000
blanchedalmond_2, 0.000
tomato_1, 0.000
darkolivegreen_2, 0.000
mistyrose_0, 0.000
firebrick_9, 0.000
lightcoral_6, 0.000
dimgray_3, 0.000
chartreuse_2, 0.000
orangered_5, 0.000
indianred_9, 0.000
gold_1, 0.000
mediumspringgreen_0, 0.000
darkslategrey_0, 0.000
red_2, 0.000
tomato_8, 0.000
indianred_5, 0.000
indigo_7, 0.000
black_11, 0.000
yellow_9, 0.000
dimgray_1, 0.000
hotpink_3, 0.000
hotpink_7, 0.000
tomato_7, 0.000
darkolivegreen_7, 0.000
indigo_11, 0.000
black_2, 0.000
gold_5, 0.000
indianred_10, 0.000
red_13, 0.000
yellow_4, 0.000
palegreen_1, 0.000
indianred_4, 0.000
blue_4, 0.000
hotpink_0, 0.000
darkseagreen_7, 0.000
green_14, 0.000
papayawhip_2, 0.000
black_1, 0.000
darkseagreen_2, 0.000
peachpuff_0, 0.000
mistyrose_5, 0.000
yellow_7, 0.000
green_9, 0.000
green_10, 0.000
tomato_2, 0.000
red_1, 0.000
greenyellow_0, 0.000
indigo_10, 0.000
mistyrose_9, 0.000
darkseagreen_4, 0.000
indianred_7, 0.000
mistyrose_2, 0.000
indigo_2, 0.000
lightcoral_0, 0.000
red_8, 0.000
blue_9, 0.000
red_6, 0.000
indigo_6, 0.000
mistyrose_1, 0.000
darkolivegreen_5, 0.000
red_9, 0.000
black_4, 0.000
yellow_12, 0.000
black_10, 0.000
black_13, 0.000
black_8, 0.000
indigo_12, 0.000
chartreuse_0, 0.000
darkolivegreen_1, 0.000
indigo_3, 0.000
chartreuse_3, 0.000
aquamarine_2, 0.000
darkolivegreen_10, 0.000
papayawhip_1, 0.000
green_12, 0.000
palegreen_2, 0.000
yellow_6, 0.000
blue_13, 0.000
firebrick_10, 0.000
firebrick_3, 0.000
red_3, 0.000
seashell_2, 0.000
green_3, 0.000
mistyrose_4, 0.000
green_11, 0.000
aquamarine_0, 0.000
orangered_4, 0.000
orangered_1, 0.000
yellow_1, 0.000
green_13, 0.000
gold_10, 0.000
yellow_8, 0.000
papayawhip_4, 0.000
seashell_3, 0.000
springgreen_2, 0.000
hotpink_11, 0.000
gold_2, 0.000
peachpuff_3, 0.000
green_4, 0.000
green_0, 0.000
firebrick_5, 0.000
indianred_11, 0.000
Y2, 0.000
Y1, 0.000
Y6, 0.000
Y4, 0.000
Y3, 0.000
Y0, 0.000
Y5, 0.000
Group num: 8, TC(X;Y_j): 5.044
mistyrose_10, 1.525
mistyrose_3, 1.020
mistyrose_8, 0.999
mistyrose_2, 0.977
mistyrose_7, 0.647
mistyrose_0, 0.609
mistyrose_6, 0.451
mistyrose_5, 0.275
mistyrose_4, 0.130
mistyrose_9, 0.017
mistyrose_1, 0.012
black_14, 0.011
blue_11, 0.008
orangered_6, 0.008
firebrick_6, 0.007
indigo_0, 0.006
darkolivegreen_5, 0.006
green_9, 0.006
orangered_3, 0.006
orangered_5, 0.006
seashell_0, 0.006
indigo_6, 0.005
palegreen_0, 0.005
palegreen_1, 0.005
palegreen_6, 0.005
firebrick_5, 0.005
blue_5, 0.005
burlywood_5, 0.004
peachpuff_0, 0.004
palegreen_7, 0.004
green_0, 0.004
yellow_8, 0.004
gold_4, 0.004
orangered_4, 0.004
blue_13, 0.003
gold_8, 0.003
indigo_12, 0.003
black_9, 0.003
gold_10, 0.003
indigo_5, 0.003
blue_0, 0.003
papayawhip_0, 0.003
indianred_1, 0.003
red_11, 0.003
palegreen_3, 0.003
papayawhip_4, 0.003
lightcoral_8, 0.003
seashell_2, 0.003
seashell_3, 0.003
chartreuse_0, 0.002
seashell_1, 0.002
red_8, 0.002
papayawhip_1, 0.002
burlywood_6, 0.002
chartreuse_2, 0.002
indianred_4, 0.002
orangered_0, 0.002
black_10, 0.002
palegreen_5, 0.002
orangered_1, 0.002
lightcoral_6, 0.002
gold_2, 0.002
hotpink_2, 0.002
indianred_6, 0.002
orangered_7, 0.002
indianred_3, 0.002
green_3, 0.002
hotpink_0, 0.002
gold_3, 0.002
darkolivegreen_7, 0.002
blanchedalmond_0, 0.002
firebrick_10, 0.002
papayawhip_2, 0.002
blanchedalmond_3, 0.002
green_12, 0.002
lightcoral_4, 0.002
gold_9, 0.002
lightcoral_3, 0.002
red_5, 0.002
dimgray_2, 0.002
green_6, 0.002
springgreen_2, 0.002
burlywood_4, 0.002
indigo_2, 0.002
lightcoral_7, 0.001
indigo_8, 0.001
red_9, 0.001
hotpink_1, 0.001
firebrick_1, 0.001
lightcoral_0, 0.001
burlywood_1, 0.001
indianred_11, 0.001
indianred_8, 0.001
palegreen_4, 0.001
indianred_5, 0.001
seashell_5, 0.001
yellow_12, 0.001
black_1, 0.001
indianred_7, 0.001
burlywood_3, 0.001
peachpuff_1, 0.001
yellow_1, 0.001
tomato_5, 0.001
hotpink_11, 0.001
black_3, 0.001
aquamarine_1, 0.001
green_8, 0.001
lightcoral_5, 0.001
blanchedalmond_1, 0.001
darkslategrey_7, 0.001
gold_7, 0.001
darkseagreen_7, 0.001
yellow_2, 0.001
red_12, 0.001
hotpink_4, 0.001
yellow_9, 0.001
darkolivegreen_4, 0.001
red_6, 0.001
pink_7, 0.001
black_6, 0.001
darkolivegreen_0, 0.001
pink_1, 0.001
darkolivegreen_9, 0.001
blue_7, 0.001
green_1, 0.001
black_2, 0.001
red_0, 0.001
indianred_2, 0.001
black_5, 0.001
tomato_6, 0.001
darkslategrey_1, 0.001
yellow_7, 0.001
lightcoral_1, 0.001
red_2, 0.001
mediumspringgreen_0, 0.001
green_5, 0.001
darkslategrey_0, 0.001
tomato_4, 0.001
red_10, 0.001
springgreen_1, 0.001
firebrick_2, 0.001
tomato_2, 0.001
darkolivegreen_6, 0.001
seashell_4, 0.001
hotpink_7, 0.001
indianred_0, 0.001
tomato_7, 0.001
yellow_5, 0.001
red_1, 0.001
indigo_10, 0.001
mediumspringgreen_3, 0.000
blue_9, 0.000
black_11, 0.000
tomato_1, 0.000
blue_2, 0.000
blue_10, 0.000
springgreen_0, 0.000
mediumspringgreen_1, 0.000
pink_3, 0.000
blue_3, 0.000
pink_4, 0.000
green_2, 0.000
pink_0, 0.000
tomato_8, 0.000
yellow_0, 0.000
darkseagreen_1, 0.000
orangered_2, 0.000
firebrick_7, 0.000
darkseagreen_4, 0.000
dimgray_3, 0.000
darkseagreen_3, 0.000
darkseagreen_2, 0.000
papayawhip_3, 0.000
gold_5, 0.000
indianred_9, 0.000
blue_4, 0.000
blue_1, 0.000
pink_5, 0.000
hotpink_8, 0.000
blue_8, 0.000
green_7, 0.000
green_11, 0.000
green_10, 0.000
yellow_11, 0.000
firebrick_9, 0.000
firebrick_4, 0.000
burlywood_0, 0.000
greenyellow_5, 0.000
gold_6, 0.000
black_13, 0.000
green_14, 0.000
pink_9, 0.000
yellow_4, 0.000
chartreuse_1, 0.000
indianred_10, 0.000
darkolivegreen_3, 0.000
black_7, 0.000
palegreen_2, 0.000
yellow_10, 0.000
darkolivegreen_8, 0.000
mediumspringgreen_2, 0.000
firebrick_3, 0.000
hotpink_3, 0.000
yellow_3, 0.000
indigo_4, 0.000
gold_1, 0.000
pink_8, 0.000
pink_6, 0.000
indigo_11, 0.000
darkslategrey_2, 0.000
darkseagreen_8, 0.000
darkslategrey_3, 0.000
blanchedalmond_2, 0.000
tomato_3, 0.000
red_14, 0.000
greenyellow_1, 0.000
lightcoral_2, 0.000
green_13, 0.000
blue_6, 0.000
greenyellow_4, 0.000
black_4, 0.000
firebrick_0, 0.000
